"","ensembl_gene_id","entrezgene_id","gene_biotype","transcript_biotype"
"52557","ENSG00000284491",111644133,"protein_coding","protein_coding_CDS_not_defined"
"52558","ENSG00000181588",399664,"protein_coding","protein_coding"
"52559","ENSG00000223802",10715,"protein_coding","protein_coding"
"52560","ENSG00000213030",94115,"protein_coding","protein_coding"
"52561","ENSG00000205076",3963,"protein_coding","protein_coding"
"52562","ENSG00000170954",55786,"protein_coding","nonsense_mediated_decay"
"52563","ENSG00000104848",3743,"protein_coding","protein_coding"
"52564","ENSG00000262484",643669,"protein_coding","protein_coding"
"52565","ENSG00000171903",57834,"protein_coding","protein_coding"
"52566","ENSG00000178201",57191,"protein_coding","protein_coding"
"52567","ENSG00000142235",114783,"protein_coding","protein_coding"
"52568","ENSG00000104827",1082,"protein_coding","protein_coding"
"52569","ENSG00000105556",54531,"protein_coding","protein_coding"
"52570","ENSG00000174652",10781,"protein_coding","protein_coding"
"52571","ENSG00000205209",284402,"protein_coding","protein_coding_CDS_not_defined"
"52572","ENSG00000172687",148203,"protein_coding","protein_coding"
"52573","ENSG00000105143",6511,"protein_coding","protein_coding"
"52574","ENSG00000099331",4650,"protein_coding","protein_coding"
"52575","ENSG00000131848",79149,"protein_coding","protein_coding"
"52576","ENSG00000153885",79047,"protein_coding","protein_coding"
"52577","ENSG00000171291",90594,"protein_coding","retained_intron"
"52578","ENSG00000105576",30000,"protein_coding","protein_coding"
"52579","ENSG00000167491",54815,"protein_coding","protein_coding"
"52580","ENSG00000160336",388561,"protein_coding","protein_coding"
"52581","ENSG00000188283",163087,"protein_coding","protein_coding_CDS_not_defined"
"52582","ENSG00000204519",90233,"protein_coding","protein_coding"
"52583","ENSG00000269026",NA,"protein_coding","protein_coding_CDS_not_defined"
"52584","ENSG00000179909",7710,"protein_coding","protein_coding"
"52585","ENSG00000083814",79891,"protein_coding","nonsense_mediated_decay"
"52586","ENSG00000152443",284309,"protein_coding","protein_coding"
"52587","ENSG00000197782",284323,"protein_coding","protein_coding"
"52588","ENSG00000283695",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52589","ENSG00000269646",123706511,"lncRNA","lncRNA"
"52590","ENSG00000221874",100529240,"protein_coding","protein_coding"
"52591","ENSG00000213801",399669,"transcribed_processed_pseudogene","processed_transcript"
"52592","ENSG00000180257",125893,"protein_coding","protein_coding"
"52593","ENSG00000197937",84671,"protein_coding","protein_coding"
"52594","ENSG00000197497",79788,"protein_coding","protein_coding_CDS_not_defined"
"52595","ENSG00000268842",NA,"lncRNA","lncRNA"
"52596","ENSG00000267809",NA,"processed_pseudogene","processed_pseudogene"
"52597","ENSG00000197928",342926,"protein_coding","protein_coding"
"52598","ENSG00000269288",NA,"lncRNA","lncRNA"
"52599","ENSG00000196131",317701,"protein_coding","protein_coding"
"52600","ENSG00000269758",NA,"lncRNA","lncRNA"
"52601","ENSG00000163098",112401,"transcribed_processed_pseudogene","processed_transcript"
"52602","ENSG00000170949",90338,"protein_coding","protein_coding"
"52603","ENSG00000178386",7766,"protein_coding","protein_coding_CDS_not_defined"
"52604","ENSG00000186026",342909,"protein_coding","protein_coding"
"52605","ENSG00000253021",NA,"snRNA","snRNA"
"52606","ENSG00000267680",7767,"protein_coding","protein_coding"
"52607","ENSG00000256294",7768,"protein_coding","protein_coding"
"52608","ENSG00000263002",10780,"protein_coding","protein_coding"
"52609","ENSG00000167380",7769,"protein_coding","protein_coding"
"52610","ENSG00000131115",7770,"protein_coding","protein_coding_CDS_not_defined"
"52611","ENSG00000279103",NA,"TEC","TEC"
"52612","ENSG00000159915",353355,"protein_coding","protein_coding"
"52613","ENSG00000213022",284366,"protein_coding","protein_coding"
"52614","ENSG00000129451",5655,"protein_coding","protein_coding"
"52615","ENSG00000268739",NA,"lncRNA","lncRNA"
"52616","ENSG00000167757",11012,"protein_coding","protein_coding"
"52617","ENSG00000186474",43849,"protein_coding","protein_coding"
"52618","ENSG00000268906",NA,"lncRNA","lncRNA"
"52619","ENSG00000268390",NA,"lncRNA","lncRNA"
"52620","ENSG00000167759",26085,"protein_coding","protein_coding"
"52621","ENSG00000129437",43847,"protein_coding","protein_coding"
"52622","ENSG00000142544",90353,"protein_coding","protein_coding"
"52623","ENSG00000268581",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52624","ENSG00000129450",27180,"protein_coding","protein_coding"
"52625","ENSG00000267990",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52626","ENSG00000168995",27036,"protein_coding","protein_coding"
"52627","ENSG00000267895",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"52628","ENSG00000269681",NA,"processed_pseudogene","processed_pseudogene"
"52629","ENSG00000268336",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52630","ENSG00000268652",NA,"processed_pseudogene","processed_pseudogene"
"52631","ENSG00000269253",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52632","ENSG00000105383",945,"protein_coding","protein_coding"
"52633","ENSG00000268595",NA,"lncRNA","lncRNA"
"52634","ENSG00000268318",NA,"lncRNA","lncRNA"
"52635","ENSG00000269021",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"52636","ENSG00000142549",402665,"protein_coding","protein_coding"
"52637","ENSG00000186806",147645,"protein_coding","protein_coding_CDS_not_defined"
"52638","ENSG00000267905",NA,"lncRNA","lncRNA"
"52639","ENSG00000267984",NA,"lncRNA","lncRNA"
"52640","ENSG00000105379",2109,"protein_coding","protein_coding"
"52641","ENSG00000269403",NA,"protein_coding","nonsense_mediated_decay"
"52642","ENSG00000268520",NA,"lncRNA","lncRNA"
"52643","ENSG00000160318",125875,"protein_coding","protein_coding"
"52644","ENSG00000105374",4818,"protein_coding","protein_coding"
"52645","ENSG00000105370",3982,"protein_coding","protein_coding"
"52646","ENSG00000262874",147646,"protein_coding","protein_coding"
"52647","ENSG00000268144",NA,"processed_pseudogene","processed_pseudogene"
"52648","ENSG00000142512",89790,"protein_coding","protein_coding"
"52649","ENSG00000254760",NA,"lncRNA","lncRNA"
"52650","ENSG00000255441",NA,"lncRNA","lncRNA"
"52651","ENSG00000268711",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52652","ENSG00000179213",284369,"protein_coding","protein_coding"
"52653","ENSG00000213013",NA,"processed_pseudogene","processed_pseudogene"
"52654","ENSG00000248385",441864,"protein_coding","protein_coding"
"52655","ENSG00000204577",11025,"protein_coding","protein_coding"
"52656","ENSG00000240197",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52657","ENSG00000276758",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52658","ENSG00000251431",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52659","ENSG00000234436",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52660","ENSG00000187116",353514,"protein_coding","protein_coding"
"52661","ENSG00000275210",NA,"lncRNA","lncRNA"
"52662","ENSG00000249654",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"52663","ENSG00000250507",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"52664","ENSG00000239961",23547,"protein_coding","protein_coding"
"52665","ENSG00000167613",3903,"protein_coding","protein_coding"
"52666","ENSG00000237955",NA,"processed_pseudogene","processed_pseudogene"
"52667","ENSG00000167614",57348,"protein_coding","protein_coding"
"52668","ENSG00000227407",NA,"lncRNA","lncRNA"
"52669","ENSG00000268496",NA,"lncRNA","lncRNA"
"52670","ENSG00000269873",NA,"lncRNA","lncRNA"
"52671","ENSG00000267838",NA,"lncRNA","lncRNA"
"52672","ENSG00000235681",NA,"processed_pseudogene","processed_pseudogene"
"52673","ENSG00000167615",114823,"protein_coding","protein_coding"
"52674","ENSG00000275183",94059,"protein_coding","protein_coding"
"52675","ENSG00000167617",148170,"protein_coding","protein_coding"
"52676","ENSG00000268866",NA,"processed_pseudogene","processed_pseudogene"
"52677","ENSG00000268201",NA,"lncRNA","lncRNA"
"52678","ENSG00000278129",7554,"protein_coding","protein_coding"
"52679","ENSG00000198131",27300,"protein_coding","protein_coding"
"52680","ENSG00000267599",NA,"lncRNA","lncRNA"
"52681","ENSG00000267407",105372360,"lncRNA","lncRNA"
"52682","ENSG00000261400",NA,"lncRNA","lncRNA"
"52683","ENSG00000267465",100507527,"lncRNA","lncRNA"
"52684","ENSG00000267815",NA,"lncRNA","lncRNA"
"52685","ENSG00000131398",3748,"protein_coding","protein_coding"
"52686","ENSG00000131408",7376,"protein_coding","protein_coding"
"52687","ENSG00000131400",9476,"protein_coding","protein_coding"
"52688","ENSG00000269392",NA,"lncRNA","lncRNA"
"52689","ENSG00000142539",NA,"protein_coding","protein_coding"
"52690","ENSG00000269404",6689,"protein_coding","protein_coding"
"52691","ENSG00000086967",4606,"protein_coding","protein_coding"
"52692","ENSG00000142530",112703,"protein_coding","non_stop_decay"
"52693","ENSG00000161671",284361,"protein_coding","nonsense_mediated_decay"
"52694","ENSG00000268854",NA,"lncRNA","lncRNA"
"52695","ENSG00000268518",NA,"lncRNA","lncRNA"
"52696","ENSG00000152467",284312,"protein_coding","protein_coding"
"52697","ENSG00000268660",NA,"processed_pseudogene","processed_pseudogene"
"52698","ENSG00000270837",NA,"processed_pseudogene","processed_pseudogene"
"52699","ENSG00000176293",7694,"protein_coding","protein_coding"
"52700","ENSG00000243642",NA,"misc_RNA","misc_RNA"
"52701","ENSG00000121413",65982,"protein_coding","protein_coding"
"52702","ENSG00000181894",79673,"protein_coding","protein_coding"
"52703","ENSG00000268293",NA,"processed_pseudogene","processed_pseudogene"
"52704","ENSG00000269236",NA,"processed_pseudogene","processed_pseudogene"
"52705","ENSG00000177191",374907,"protein_coding","protein_coding"
"52706","ENSG00000130255",25873,"protein_coding","protein_coding"
"52707","ENSG00000174917",125988,"protein_coding","protein_coding_CDS_not_defined"
"52708","ENSG00000167733",374875,"protein_coding","protein_coding"
"52709","ENSG00000196365",9361,"protein_coding","retained_intron"
"52710","ENSG00000174898",257062,"protein_coding","protein_coding"
"52711","ENSG00000212123",163154,"protein_coding","protein_coding"
"52712","ENSG00000267157",NA,"protein_coding","protein_coding"
"52713","ENSG00000141994",56931,"protein_coding","protein_coding"
"52714","ENSG00000171119",4902,"protein_coding","protein_coding"
"52715","ENSG00000267740",NA,"protein_coding","nonsense_mediated_decay"
"52716","ENSG00000174886",126328,"protein_coding","protein_coding"
"52717","ENSG00000266941",NA,"lncRNA","lncRNA"
"52718","ENSG00000267314",NA,"protein_coding","nonsense_mediated_decay"
"52719","ENSG00000187650",400673,"protein_coding","protein_coding"
"52720","ENSG00000267571",NA,"lncRNA","lncRNA"
"52721","ENSG00000167654",85300,"protein_coding","protein_coding"
"52722","ENSG00000266627",NA,"misc_RNA","misc_RNA"
"52723","ENSG00000167657",1613,"protein_coding","protein_coding"
"52724","ENSG00000283928",693222,"miRNA","miRNA"
"52725","ENSG00000167658",1938,"protein_coding","protein_coding"
"52726","ENSG00000206775",26812,"snoRNA","snoRNA"
"52727","ENSG00000105229",51588,"protein_coding","protein_coding"
"52728","ENSG00000178951",51341,"protein_coding","protein_coding"
"52729","ENSG00000268670",NA,"lncRNA","lncRNA"
"52730","ENSG00000126934",5605,"protein_coding","protein_coding_CDS_not_defined"
"52731","ENSG00000278007",NA,"misc_RNA","misc_RNA"
"52732","ENSG00000060566",84699,"protein_coding","protein_coding"
"52733","ENSG00000077463",51548,"protein_coding","nonsense_mediated_decay"
"52734","ENSG00000267736",NA,"transcribed_processed_pseudogene","transcribed_processed_pseudogene"
"52735","ENSG00000167470",90007,"protein_coding","protein_coding"
"52736","ENSG00000099622",1153,"protein_coding","protein_coding"
"52737","ENSG00000267493",148046,"lncRNA","lncRNA"
"52738","ENSG00000228300",55009,"protein_coding","protein_coding"
"52739","ENSG00000105610",10661,"protein_coding","protein_coding"
"52740","ENSG00000008441",4784,"protein_coding","protein_coding"
"52741","ENSG00000268455",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52742","ENSG00000240231",NA,"processed_pseudogene","processed_pseudogene"
"52743","ENSG00000269320",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52744","ENSG00000196172",148213,"protein_coding","protein_coding"
"52745","ENSG00000233836",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"52746","ENSG00000269662",NA,"processed_pseudogene","processed_pseudogene"
"52747","ENSG00000267924",NA,"lncRNA","lncRNA"
"52748","ENSG00000277493",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52749","ENSG00000269289",100505851,"lncRNA","lncRNA"
"52750","ENSG00000269397",NA,"lncRNA","lncRNA"
"52751","ENSG00000269421",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52752","ENSG00000267190",NA,"processed_pseudogene","processed_pseudogene"
"52753","ENSG00000011590",27033,"protein_coding","protein_coding"
"52754","ENSG00000268067",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"52755","ENSG00000268407",NA,"processed_pseudogene","processed_pseudogene"
"52756","ENSG00000198300",5178,"protein_coding","protein_coding"
"52757","ENSG00000268654",100073347,"lncRNA","lncRNA"
"52758","ENSG00000274777",NA,"misc_RNA","misc_RNA"
"52759","ENSG00000269699",23619,"protein_coding","protein_coding"
"52760","ENSG00000276071",NA,"lncRNA","lncRNA"
"52761","ENSG00000189042",163081,"protein_coding","retained_intron"
"52762","ENSG00000272333",9757,"protein_coding","protein_coding"
"52763","ENSG00000278897",NA,"TEC","TEC"
"52764","ENSG00000196646",7695,"protein_coding","protein_coding"
"52765","ENSG00000004777",115703,"protein_coding","protein_coding_CDS_not_defined"
"52766","ENSG00000167378",126298,"protein_coding","protein_coding"
"52767","ENSG00000124444",79177,"protein_coding","protein_coding"
"52768","ENSG00000226763",100170229,"protein_coding","protein_coding"
"52769","ENSG00000062822",5424,"protein_coding","nonsense_mediated_decay"
"52770","ENSG00000169136",22809,"protein_coding","protein_coding"
"52771","ENSG00000095059",1725,"protein_coding","protein_coding"
"52772","ENSG00000104885",84444,"protein_coding","protein_coding"
"52773","ENSG00000267122",124904611,"lncRNA","lncRNA"
"52774","ENSG00000104886",55111,"protein_coding","protein_coding"
"52775","ENSG00000221411",100302283,"miRNA","miRNA"
"52776","ENSG00000284129",102466736,"miRNA","miRNA"
"52777","ENSG00000104897",8175,"protein_coding","protein_coding"
"52778","ENSG00000104899",268,"protein_coding","protein_coding_CDS_not_defined"
"52779","ENSG00000284272",100423031,"miRNA","miRNA"
"52780","ENSG00000277759",102465974,"miRNA","miRNA"
"52781","ENSG00000213921",342900,"protein_coding","protein_coding"
"52782","ENSG00000276445",NA,"lncRNA","lncRNA"
"52783","ENSG00000105202",2091,"protein_coding","protein_coding"
"52784","ENSG00000223547",284391,"protein_coding","protein_coding"
"52785","ENSG00000129933",23383,"protein_coding","protein_coding"
"52786","ENSG00000257446",729747,"protein_coding","protein_coding"
"52787","ENSG00000237247",284428,"protein_coding","protein_coding"
"52788","ENSG00000205718",653656,"protein_coding","protein_coding"
"52789","ENSG00000230522",125997,"protein_coding","protein_coding"
"52790","ENSG00000130544",79230,"protein_coding","protein_coding"
"52791","ENSG00000167414",94235,"protein_coding","protein_coding"
"52792","ENSG00000197013",353088,"protein_coding","protein_coding_CDS_not_defined"
"52793","ENSG00000160321",7757,"protein_coding","protein_coding"
"52794","ENSG00000053501",55850,"protein_coding","nonsense_mediated_decay"
"52795","ENSG00000118046",6794,"protein_coding","protein_coding"
"52796","ENSG00000180739",53637,"protein_coding","protein_coding"
"52797","ENSG00000142515",354,"protein_coding","protein_coding"
"52798","ENSG00000178980",6415,"protein_coding","protein_coding"
"52799","ENSG00000188227",390927,"protein_coding","protein_coding"
"52800","ENSG00000105323",11100,"protein_coding","protein_coding"
"52801","ENSG00000167562",55762,"protein_coding","protein_coding_CDS_not_defined"
"52802","ENSG00000198046",63934,"protein_coding","protein_coding"
"52803","ENSG00000105198",29124,"protein_coding","protein_coding"
"52804","ENSG00000105146",6795,"protein_coding","protein_coding"
"52805","ENSG00000169393",64100,"protein_coding","protein_coding"
"52806","ENSG00000126464",57479,"protein_coding","protein_coding"
"52807","ENSG00000197128",400720,"protein_coding","protein_coding"
"52808","ENSG00000273777",125931,"protein_coding","protein_coding"
"52809","ENSG00000171970",126295,"protein_coding","protein_coding"
"52810","ENSG00000177045",147912,"protein_coding","protein_coding"
"52811","ENSG00000161298",84911,"protein_coding","protein_coding"
"52812","ENSG00000197020",163227,"protein_coding","protein_coding"
"52813","ENSG00000007047",57787,"protein_coding","protein_coding"
"52814","ENSG00000105048",7138,"protein_coding","protein_coding"
"52815","ENSG00000186994",256949,"protein_coding","protein_coding"
"52816","ENSG00000204514",730051,"protein_coding","protein_coding_CDS_not_defined"
