"","ensembl_gene_id","entrezgene_id","gene_biotype","transcript_biotype"
"9205","ENSG00000237887",NA,"processed_pseudogene","processed_pseudogene"
"9206","ENSG00000234943",NA,"lncRNA","lncRNA"
"9207","ENSG00000214595",400954,"protein_coding","nonsense_mediated_decay"
"9208","ENSG00000115310",57142,"protein_coding","protein_coding"
"9209","ENSG00000200086",NA,"snRNA","snRNA"
"9210","ENSG00000169764",7360,"protein_coding","nonsense_mediated_decay"
"9211","ENSG00000068615",65055,"protein_coding","protein_coding"
"9212","ENSG00000115561",51652,"protein_coding","protein_coding"
"9213","ENSG00000200563",NA,"snRNA","snRNA"
"9214","ENSG00000228363",105374845,"lncRNA","lncRNA"
"9215","ENSG00000239305",7844,"protein_coding","protein_coding"
"9216","ENSG00000144233",83607,"protein_coding","protein_coding"
"9217","ENSG00000063660",2817,"protein_coding","protein_coding"
"9218","ENSG00000218416",100130449,"lncRNA","retained_intron"
"9219","ENSG00000207611",406941,"miRNA","miRNA"
"9220","ENSG00000178623",2859,"protein_coding","protein_coding"
"9221","ENSG00000241524",NA,"misc_RNA","misc_RNA"
"9222","ENSG00000237024",NA,"processed_pseudogene","processed_pseudogene"
"9223","ENSG00000201076",NA,"snRNA","snRNA"
"9224","ENSG00000267520",NA,"lncRNA","lncRNA"
"9225","ENSG00000237522",NA,"processed_pseudogene","processed_pseudogene"
"9226","ENSG00000232713",NA,"processed_pseudogene","processed_pseudogene"
"9227","ENSG00000162927",150962,"protein_coding","retained_intron"
"9228","ENSG00000222251",NA,"rRNA_pseudogene","rRNA_pseudogene"
"9229","ENSG00000162928",5194,"protein_coding","protein_coding"
"9230","ENSG00000162924",5966,"protein_coding","protein_coding"
"9231","ENSG00000144504",51281,"protein_coding","protein_coding"
"9232","ENSG00000213772",NA,"processed_pseudogene","processed_pseudogene"
"9233","ENSG00000119185",9270,"protein_coding","protein_coding"
"9234","ENSG00000119203",51692,"protein_coding","protein_coding"
"9235","ENSG00000134330",285148,"protein_coding","protein_coding"
"9236","ENSG00000239300",NA,"lncRNA","lncRNA"
"9237","ENSG00000271855",NA,"lncRNA","lncRNA"
"9238","ENSG00000134308",10971,"protein_coding","protein_coding"
"9239","ENSG00000207086",NA,"misc_RNA","misc_RNA"
"9240","ENSG00000244260",NA,"lncRNA","lncRNA"
"9241","ENSG00000200034",NA,"snRNA","snRNA"
"9242","ENSG00000240960",NA,"processed_pseudogene","processed_pseudogene"
"9243","ENSG00000243491",NA,"lncRNA","lncRNA"
"9244","ENSG00000151694",6868,"protein_coding","protein_coding"
"9245","ENSG00000235529",100506749,"lncRNA","lncRNA"
"9246","ENSG00000222007",NA,"lncRNA","lncRNA"
"9247","ENSG00000228499",NA,"processed_pseudogene","processed_pseudogene"
"9248","ENSG00000238812",NA,"snRNA","snRNA"
"9249","ENSG00000264676",NA,"misc_RNA","misc_RNA"
"9250","ENSG00000207049",NA,"misc_RNA","misc_RNA"
"9251","ENSG00000168505",2637,"protein_coding","protein_coding"
"9252","ENSG00000200745",NA,"snRNA","snRNA"
"9253","ENSG00000157985",116987,"protein_coding","protein_coding"
"9254","ENSG00000231189",NA,"lncRNA","lncRNA"
"9255","ENSG00000235610",NA,"lncRNA","lncRNA"
"9256","ENSG00000171951",7857,"protein_coding","protein_coding"
"9257","ENSG00000226539",NA,"processed_pseudogene","processed_pseudogene"
"9258","ENSG00000085449",57590,"protein_coding","protein_coding_CDS_not_defined"
"9259","ENSG00000135900",65080,"protein_coding","protein_coding"
"9260","ENSG00000228802",NA,"lncRNA","lncRNA"
"9261","ENSG00000135919",5270,"protein_coding","protein_coding"
"9262","ENSG00000152056",130340,"protein_coding","protein_coding_CDS_not_defined"
"9263","ENSG00000286239",NA,"protein_coding","nonsense_mediated_decay"
"9264","ENSG00000153561",64795,"protein_coding","protein_coding"
"9265","ENSG00000172116",926,"protein_coding","protein_coding"
"9266","ENSG00000213605",NA,"processed_pseudogene","processed_pseudogene"
"9267","ENSG00000231351",NA,"processed_pseudogene","processed_pseudogene"
"9268","ENSG00000226114",NA,"processed_pseudogene","processed_pseudogene"
"9269","ENSG00000153563",925,"protein_coding","protein_coding"
"9270","ENSG00000116044",4780,"protein_coding","protein_coding"
"9271","ENSG00000213963",100130691,"lncRNA","lncRNA"
"9272","ENSG00000115758",4953,"protein_coding","nonsense_mediated_decay"
"9273","ENSG00000185013",93034,"protein_coding","protein_coding"
"9274","ENSG00000170144",220988,"protein_coding","protein_coding"
"9275","ENSG00000233757",344065,"protein_coding","protein_coding"
"9276","ENSG00000115592",53632,"protein_coding","protein_coding"
"9277","ENSG00000071054",9448,"protein_coding","protein_coding"
"9278","ENSG00000187833",388960,"protein_coding","protein_coding"
"9279","ENSG00000184492",200350,"protein_coding","protein_coding"
"9280","ENSG00000284643",112441435,"protein_coding","protein_coding"
"9281","ENSG00000284667",112441437,"protein_coding","protein_coding"
"9282","ENSG00000284718",112441438,"protein_coding","protein_coding"
"9283","ENSG00000284635",112441432,"protein_coding","protein_coding"
"9284","ENSG00000173699",130560,"protein_coding","protein_coding"
"9285","ENSG00000283428",110806281,"protein_coding","protein_coding"
"9286","ENSG00000284629",112441428,"protein_coding","protein_coding"
"9287","ENSG00000284704",112441429,"protein_coding","protein_coding"
"9288","ENSG00000284725",112441431,"protein_coding","protein_coding"
"9289","ENSG00000213115",NA,"processed_pseudogene","processed_pseudogene"
"9290","ENSG00000200650",NA,"rRNA_pseudogene","rRNA_pseudogene"
"9291","ENSG00000207951",693146,"miRNA","miRNA"
"9292","ENSG00000144366",51454,"protein_coding","protein_coding"
"9293","ENSG00000116062",2956,"protein_coding","protein_coding_CDS_not_defined"
"9294","ENSG00000151779",51594,"protein_coding","protein_coding"
"9295","ENSG00000256637",NA,"lncRNA","lncRNA"
"9296","ENSG00000204685",NA,"lncRNA","lncRNA"
"9297","ENSG00000230407",NA,"processed_pseudogene","processed_pseudogene"
"9298","ENSG00000238698",NA,"snRNA","snRNA"
"9299","ENSG00000257045",NA,"lncRNA","lncRNA"
"9300","ENSG00000119042",23314,"protein_coding","protein_coding"
"9301","ENSG00000153234",4929,"protein_coding","protein_coding"
"9302","ENSG00000205111",344387,"protein_coding","nonsense_mediated_decay"
"9303","ENSG00000272979",NA,"lncRNA","lncRNA"
"9304","ENSG00000189362",100131211,"protein_coding","protein_coding"
"9305","ENSG00000236854",285045,"lncRNA","lncRNA"
"9306","ENSG00000206951",NA,"misc_RNA","misc_RNA"
"9307","ENSG00000223951",NA,"processed_pseudogene","processed_pseudogene"
"9308","ENSG00000115760",57448,"protein_coding","protein_coding"
"9309","ENSG00000223564",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9310","ENSG00000232502",NA,"transcribed_processed_pseudogene","transcribed_processed_pseudogene"
"9311","ENSG00000212140",NA,"snRNA","snRNA"
"9312","ENSG00000278631",NA,"processed_pseudogene","processed_pseudogene"
"9313","ENSG00000163060",150483,"protein_coding","protein_coding"
"9314","ENSG00000237055",NA,"processed_pseudogene","processed_pseudogene"
"9315","ENSG00000232128",NA,"processed_pseudogene","processed_pseudogene"
"9316","ENSG00000233158",NA,"processed_pseudogene","processed_pseudogene"
"9317","ENSG00000074054",23332,"protein_coding","protein_coding"
"9318","ENSG00000234988",NA,"lncRNA","lncRNA"
"9319","ENSG00000234997",NA,"lncRNA","lncRNA"
"9320","ENSG00000230918",NA,"lncRNA","lncRNA"
"9321","ENSG00000231609",100132215,"lncRNA","lncRNA"
"9322","ENSG00000233862",NA,"lncRNA","lncRNA"
"9323","ENSG00000234929",NA,"lncRNA","lncRNA"
"9324","ENSG00000279227",NA,"TEC","TEC"
"9325","ENSG00000231312",NA,"lncRNA","lncRNA"
"9326","ENSG00000228414",400957,"lncRNA","lncRNA"
"9327","ENSG00000226702",NA,"lncRNA","lncRNA"
"9328","ENSG00000228162",NA,"lncRNA","lncRNA"
"9329","ENSG00000226856",100506797,"lncRNA","lncRNA"
"9330","ENSG00000152117",150776,"transcribed_processed_pseudogene","transcribed_processed_pseudogene"
"9331","ENSG00000226266",29994,"lncRNA","lncRNA"
"9332","ENSG00000237576",107985893,"lncRNA","lncRNA"
"9333","ENSG00000226087",NA,"lncRNA","lncRNA"
"9334","ENSG00000233806",101927289,"lncRNA","lncRNA"
"9335","ENSG00000232973",285154,"lncRNA","lncRNA"
"9336","ENSG00000228590",106660609,"lncRNA","lncRNA"
"9337","ENSG00000260101",101927402,"lncRNA","lncRNA"
"9338","ENSG00000225889",NA,"lncRNA","lncRNA"
"9339","ENSG00000228262",104355287,"lncRNA","lncRNA"
"9340","ENSG00000235092",NA,"lncRNA","lncRNA"
"9341","ENSG00000240687",NA,"lncRNA","lncRNA"
"9342","ENSG00000224184",100506457,"lncRNA","lncRNA"
"9343","ENSG00000279317",NA,"lncRNA","lncRNA"
"9344","ENSG00000223536",NA,"lncRNA","lncRNA"
"9345","ENSG00000229743",102682016,"lncRNA","lncRNA"
"9346","ENSG00000231327",100133985,"lncRNA","lncRNA"
"9347","ENSG00000273456",NA,"lncRNA","lncRNA"
"9348","ENSG00000233143",NA,"lncRNA","lncRNA"
"9349","ENSG00000258082",NA,"lncRNA","lncRNA"
"9350","ENSG00000177788",105373159,"lncRNA","lncRNA"
"9351","ENSG00000272913",NA,"lncRNA","lncRNA"
"9352","ENSG00000224165",729723,"lncRNA","lncRNA"
"9353","ENSG00000233723",NA,"lncRNA","lncRNA"
"9354","ENSG00000238005",101927851,"lncRNA","lncRNA"
"9355","ENSG00000233230",100506235,"lncRNA","lncRNA"
"9356","ENSG00000271991",NA,"lncRNA","lncRNA"
"9357","ENSG00000260025",NA,"lncRNA","lncRNA"
"9358","ENSG00000228541",NA,"lncRNA","lncRNA"
"9359","ENSG00000236204",400945,"lncRNA","lncRNA"
"9360","ENSG00000224577",102724224,"lncRNA","lncRNA"
"9361","ENSG00000236502",100506108,"lncRNA","lncRNA"
"9362","ENSG00000163364",NA,"lncRNA","lncRNA"
"9363","ENSG00000272769",NA,"lncRNA","lncRNA"
"9364","ENSG00000268603",NA,"lncRNA","lncRNA"
"9365","ENSG00000283839",105373780,"lncRNA","lncRNA"
"9366","ENSG00000234350",101926913,"lncRNA","lncRNA"
"9367","ENSG00000285872",101929691,"lncRNA","lncRNA"
"9368","ENSG00000236008",101929567,"lncRNA","lncRNA"
"9369","ENSG00000234362",NA,"lncRNA","lncRNA"
"9370","ENSG00000227403",100996579,"lncRNA","lncRNA"
"9371","ENSG00000271615",NA,"transcribed_processed_pseudogene","processed_transcript"
"9372","ENSG00000225765",NA,"lncRNA","lncRNA"
"9373","ENSG00000231890",NA,"lncRNA","lncRNA"
"9374","ENSG00000226622",NA,"lncRNA","lncRNA"
"9375","ENSG00000252822",NA,"misc_RNA","misc_RNA"
"9376","ENSG00000235371",NA,"processed_pseudogene","processed_pseudogene"
"9377","ENSG00000286142",NA,"lncRNA","lncRNA"
"9378","ENSG00000077585",7107,"protein_coding","nonsense_mediated_decay"
"9379","ENSG00000222020",101928111,"lncRNA","lncRNA"
"9380","ENSG00000225539",NA,"lncRNA","lncRNA"
"9381","ENSG00000222650",NA,"snRNA","snRNA"
"9382","ENSG00000237922",NA,"processed_pseudogene","processed_pseudogene"
"9383","ENSG00000086619",56605,"protein_coding","retained_intron"
"9384","ENSG00000205334",100129995,"lncRNA","lncRNA"
"9385","ENSG00000224509",102724691,"lncRNA","lncRNA"
"9386","ENSG00000270659",NA,"lncRNA","lncRNA"
"9387","ENSG00000281162",NA,"lncRNA","lncRNA"
"9388","ENSG00000231969",NA,"lncRNA","lncRNA"
"9389","ENSG00000223960",101927027,"lncRNA","lncRNA"
"9390","ENSG00000226791",NA,"lncRNA","lncRNA"
"9391","ENSG00000239332",100134259,"lncRNA","lncRNA"
"9392","ENSG00000232044",NA,"lncRNA","lncRNA"
"9393","ENSG00000231943",103344932,"lncRNA","lncRNA"
"9394","ENSG00000225953",150538,"lncRNA","lncRNA"
"9395","ENSG00000224376",NA,"lncRNA","lncRNA"
"9396","ENSG00000270019",NA,"lncRNA","lncRNA"
"9397","ENSG00000235688",NA,"lncRNA","lncRNA"
"9398","ENSG00000237298",100506866,"lncRNA","lncRNA"
"9399","ENSG00000236859",254128,"lncRNA","lncRNA"
"9400","ENSG00000229056",101927482,"lncRNA","lncRNA"
"9401","ENSG00000279526",NA,"TEC","TEC"
"9402","ENSG00000273080",NA,"lncRNA","lncRNA"
"9403","ENSG00000234171",100506054,"lncRNA","lncRNA"
"9404","ENSG00000257135",NA,"lncRNA","lncRNA"
"9405","ENSG00000230773",NA,"lncRNA","lncRNA"
"9406","ENSG00000235576",NA,"lncRNA","lncRNA"
"9407","ENSG00000222041",112597,"lncRNA","lncRNA"
"9408","ENSG00000235026",389023,"lncRNA","lncRNA"
"9409","ENSG00000227946",NA,"lncRNA","lncRNA"
"9410","ENSG00000285569",105373429,"lncRNA","lncRNA"
"9411","ENSG00000270820",NA,"lncRNA","lncRNA"
"9412","ENSG00000236213",NA,"lncRNA","lncRNA"
"9413","ENSG00000233639",100506421,"lncRNA","lncRNA"
"9414","ENSG00000225111",NA,"lncRNA","lncRNA"
"9415","ENSG00000225062",101928513,"lncRNA","lncRNA"
"9416","ENSG00000234690",101927043,"lncRNA","lncRNA"
"9417","ENSG00000179818",400960,"lncRNA","lncRNA"
"9418","ENSG00000231621",NA,"lncRNA","lncRNA"
"9419","ENSG00000272606",NA,"lncRNA","lncRNA"
"9420","ENSG00000226853",NA,"lncRNA","lncRNA"
"9421","ENSG00000237883",NA,"lncRNA","lncRNA"
"9422","ENSG00000269210",375196,"lncRNA","lncRNA"
"9423","ENSG00000272994",NA,"lncRNA","lncRNA"
"9424","ENSG00000224152",NA,"lncRNA","lncRNA"
"9425","ENSG00000232606",101928455,"lncRNA","lncRNA"
"9426","ENSG00000151690",54842,"protein_coding","protein_coding"
"9427","ENSG00000237326",NA,"lncRNA","lncRNA"
"9428","ENSG00000202160",NA,"snRNA","snRNA"
"9429","ENSG00000214657",NA,"processed_pseudogene","processed_pseudogene"
"9430","ENSG00000238371",124906147,"snoRNA","snoRNA"
"9431","ENSG00000233718",10408,"lncRNA","lncRNA"
"9432","ENSG00000223850",103752554,"lncRNA","lncRNA"
"9433","ENSG00000243541",NA,"misc_RNA","misc_RNA"
"9434","ENSG00000226764",NA,"lncRNA","lncRNA"
"9435","ENSG00000236289",NA,"lncRNA","lncRNA"
"9436","ENSG00000134323",4613,"protein_coding","protein_coding"
"9437","ENSG00000231646",107985781,"lncRNA","lncRNA"
"9438","ENSG00000212581",124900518,"snoRNA","snoRNA"
"9439","ENSG00000226747",101927196,"lncRNA","lncRNA"
"9440","ENSG00000188738",401024,"protein_coding","protein_coding"
"9441","ENSG00000224019",NA,"processed_pseudogene","processed_pseudogene"
"9442","ENSG00000226410",NA,"processed_pseudogene","processed_pseudogene"
"9443","ENSG00000232568",NA,"processed_pseudogene","processed_pseudogene"
"9444","ENSG00000259915",NA,"lncRNA","lncRNA"
"9445","ENSG00000227692",NA,"processed_pseudogene","processed_pseudogene"
"9446","ENSG00000065548",55854,"protein_coding","nonsense_mediated_decay"
"9447","ENSG00000224323",NA,"processed_pseudogene","processed_pseudogene"
"9448","ENSG00000237877",NA,"lncRNA","lncRNA"
"9449","ENSG00000213639",5500,"protein_coding","protein_coding"
"9450","ENSG00000186281",150763,"protein_coding","retained_intron"
"9451","ENSG00000199884",NA,"misc_RNA","misc_RNA"
"9452","ENSG00000213197",NA,"processed_pseudogene","processed_pseudogene"
"9453","ENSG00000157827",114793,"protein_coding","protein_coding"
"9454","ENSG00000226124",348751,"protein_coding","protein_coding"
"9455","ENSG00000186235",151174,"lncRNA","lncRNA"
"9456","ENSG00000204872",NA,"protein_coding","protein_coding_LoF"
"9457","ENSG00000228509",NA,"lncRNA","lncRNA"
"9458","ENSG00000115419",2744,"protein_coding","protein_coding"
"9459","ENSG00000227542",NA,"lncRNA","lncRNA"
"9460","ENSG00000144410",130749,"protein_coding","protein_coding"
"9461","ENSG00000253008",100423036,"miRNA","miRNA"
"9462","ENSG00000237892",NA,"lncRNA","lncRNA"
"9463","ENSG00000229647",105373853,"lncRNA","lncRNA"
"9464","ENSG00000277590",102465835,"miRNA","miRNA"
"9465","ENSG00000224342",NA,"lncRNA","lncRNA"
"9466","ENSG00000234902",NA,"lncRNA","lncRNA"
"9467","ENSG00000225916",NA,"lncRNA","lncRNA"
"9468","ENSG00000240440",NA,"lncRNA","lncRNA"
"9469","ENSG00000225064",NA,"lncRNA","lncRNA"
"9470","ENSG00000221628",100302130,"miRNA","miRNA"
"9471","ENSG00000118263",8609,"protein_coding","protein_coding"
"9472","ENSG00000183733",344018,"protein_coding","protein_coding"
"9473","ENSG00000228034",NA,"processed_pseudogene","processed_pseudogene"
"9474","ENSG00000152672",165530,"protein_coding","protein_coding"
"9475","ENSG00000231386",NA,"processed_pseudogene","processed_pseudogene"
"9476","ENSG00000116031",50489,"protein_coding","protein_coding"
"9477","ENSG00000144043",113419,"protein_coding","nonsense_mediated_decay"
"9478","ENSG00000272735",NA,"lncRNA","lncRNA"
"9479","ENSG00000202141",NA,"misc_RNA","misc_RNA"
"9480","ENSG00000221498",124900540,"snoRNA","snoRNA"
"9481","ENSG00000231203",NA,"processed_pseudogene","processed_pseudogene"
"9482","ENSG00000162999",142679,"protein_coding","protein_coding"
"9483","ENSG00000224643",NA,"lncRNA","lncRNA"
"9484","ENSG00000163002",129401,"protein_coding","protein_coding"
"9485","ENSG00000061676",10787,"protein_coding","protein_coding"
"9486","ENSG00000130294",547,"protein_coding","protein_coding"
"9487","ENSG00000263439",100616224,"miRNA","miRNA"
"9488","ENSG00000236863",NA,"processed_pseudogene","processed_pseudogene"
"9489","ENSG00000152904",9453,"protein_coding","protein_coding"
"9490","ENSG00000227962",NA,"processed_pseudogene","processed_pseudogene"
"9491","ENSG00000236682",NA,"lncRNA","lncRNA"
"9492","ENSG00000163166",55677,"protein_coding","nonsense_mediated_decay"
"9493","ENSG00000275588",NA,"misc_RNA","misc_RNA"
"9494","ENSG00000199964",NA,"misc_RNA","misc_RNA"
"9495","ENSG00000234572",101927438,"lncRNA","lncRNA"
"9496","ENSG00000237638",400958,"lncRNA","lncRNA"
"9497","ENSG00000244534",NA,"misc_RNA","misc_RNA"
"9498","ENSG00000227394",NA,"processed_pseudogene","processed_pseudogene"
"9499","ENSG00000115902",6509,"protein_coding","protein_coding_CDS_not_defined"
"9500","ENSG00000252892",NA,"snRNA","snRNA"
"9501","ENSG00000232613",NA,"lncRNA","lncRNA"
"9502","ENSG00000138069",5861,"protein_coding","nonsense_mediated_decay"
"9503","ENSG00000272025",124906140,"snoRNA","snoRNA"
"9504","ENSG00000273763",NA,"transcribed_processed_pseudogene","processed_transcript"
"9505","ENSG00000172974",NA,"processed_pseudogene","processed_pseudogene"
"9506","ENSG00000138071",10097,"protein_coding","nonsense_mediated_decay"
"9507","ENSG00000085982",55230,"protein_coding","retained_intron"
"9508","ENSG00000259916",100509620,"protein_coding","protein_coding"
"9509","ENSG00000284622",112441436,"protein_coding","protein_coding_LoF"
"9510","ENSG00000284631",112441430,"protein_coding","protein_coding"
"9511","ENSG00000234281",NA,"lncRNA","lncRNA"
"9512","ENSG00000115365",10314,"protein_coding","protein_coding"
"9513","ENSG00000021826",1373,"protein_coding","protein_coding"
"9514","ENSG00000280837",29034,"lncRNA","lncRNA"
"9515","ENSG00000021574",6683,"protein_coding","protein_coding"
"9516","ENSG00000272716",NA,"lncRNA","lncRNA"
"9517","ENSG00000235864",NA,"processed_pseudogene","processed_pseudogene"
"9518","ENSG00000232799",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9519","ENSG00000240286",NA,"processed_pseudogene","processed_pseudogene"
"9520","ENSG00000229670",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9521","ENSG00000286249",NA,"lncRNA","lncRNA"
"9522","ENSG00000222317",NA,"rRNA_pseudogene","rRNA_pseudogene"
"9523","ENSG00000144406",285175,"protein_coding","protein_coding"
"9524","ENSG00000237194",NA,"processed_pseudogene","processed_pseudogene"
"9525","ENSG00000197713",6120,"protein_coding","protein_coding"
"9526","ENSG00000272807",NA,"lncRNA","lncRNA"
"9527","ENSG00000078018",4133,"protein_coding","protein_coding"
"9528","ENSG00000168958",56947,"protein_coding","protein_coding"
"9529","ENSG00000153827",9320,"protein_coding","protein_coding"
"9530","ENSG00000232059",NA,"processed_pseudogene","processed_pseudogene"
"9531","ENSG00000282317",NA,"lncRNA","lncRNA"
"9532","ENSG00000203667",116228,"protein_coding","protein_coding"
"9533","ENSG00000153214",84910,"protein_coding","protein_coding"
"9534","ENSG00000162998",2487,"protein_coding","protein_coding"
"9535","ENSG00000055917",23369,"protein_coding","protein_coding"
"9536","ENSG00000203635",NA,"lncRNA","lncRNA"
"9537","ENSG00000130508",7837,"protein_coding","protein_coding"
"9538","ENSG00000227061",NA,"lncRNA","lncRNA"
"9539","ENSG00000035115",26751,"protein_coding","protein_coding_CDS_not_defined"
"9540","ENSG00000143727",52,"protein_coding","protein_coding_CDS_not_defined"
"9541","ENSG00000233684",NA,"lncRNA","lncRNA"
"9542","ENSG00000189292",285016,"protein_coding","protein_coding"
"9543","ENSG00000228643",NA,"lncRNA","retained_intron"
"9544","ENSG00000235779",NA,"lncRNA","lncRNA"
"9545","ENSG00000277997",NA,"lncRNA","lncRNA"
"9546","ENSG00000236856",NA,"lncRNA","lncRNA"
"9547","ENSG00000226277",NA,"lncRNA","lncRNA"
"9548","ENSG00000231826",102723854,"lncRNA","lncRNA"
"9549","ENSG00000233978",NA,"lncRNA","lncRNA"
"9550","ENSG00000207087",NA,"snRNA","snRNA"
"9551","ENSG00000230587",NA,"lncRNA","lncRNA"
"9552","ENSG00000152518",678,"protein_coding","protein_coding"
"9553","ENSG00000279873",100129726,"lncRNA","lncRNA"
"9554","ENSG00000234936",NA,"lncRNA","lncRNA"
"9555","ENSG00000170634",98,"protein_coding","protein_coding"
"9556","ENSG00000235937",NA,"processed_pseudogene","processed_pseudogene"
"9557","ENSG00000233266",NA,"processed_pseudogene","processed_pseudogene"
"9558","ENSG00000241114",NA,"processed_pseudogene","processed_pseudogene"
"9559","ENSG00000272156",NA,"lncRNA","lncRNA"
"9560","ENSG00000252934",NA,"snRNA","snRNA"
"9561","ENSG00000178021",388951,"protein_coding","protein_coding"
"9562","ENSG00000079308",7145,"protein_coding","protein_coding"
"9563","ENSG00000135744",183,"protein_coding","protein_coding"
"9564","ENSG00000175874",200407,"protein_coding","protein_coding"
"9565","ENSG00000226058",NA,"processed_pseudogene","processed_pseudogene"
"9566","ENSG00000196460",731220,"protein_coding","protein_coding"
"9567","ENSG00000223826",NA,"lncRNA","lncRNA"
"9568","ENSG00000237549",NA,"processed_pseudogene","processed_pseudogene"
"9569","ENSG00000232556",NA,"processed_pseudogene","processed_pseudogene"
"9570","ENSG00000286047",NA,"lncRNA","lncRNA"
"9571","ENSG00000187627",400966,"protein_coding","nonsense_mediated_decay"
"9572","ENSG00000183281",5343,"protein_coding","protein_coding"
"9573","ENSG00000231259",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9574","ENSG00000257702",151534,"lncRNA","lncRNA"
"9575","ENSG00000179528",85474,"protein_coding","protein_coding"
"9576","ENSG00000237524",101929926,"protein_coding","protein_coding"
"9577","ENSG00000238788",NA,"snRNA","snRNA"
"9578","ENSG00000260634",NA,"lncRNA","lncRNA"
"9579","ENSG00000260163",NA,"lncRNA","lncRNA"
"9580","ENSG00000136717",274,"protein_coding","protein_coding"
"9581","ENSG00000237630",NA,"processed_pseudogene","processed_pseudogene"
"9582","ENSG00000186684",339761,"protein_coding","protein_coding"
"9583","ENSG00000226789",NA,"processed_pseudogene","processed_pseudogene"
"9584","ENSG00000163161",2071,"protein_coding","retained_intron"
"9585","ENSG00000200250",NA,"snRNA","snRNA"
"9586","ENSG00000230572",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9587","ENSG00000214329",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9588","ENSG00000125631",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9589","ENSG00000178162",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9590","ENSG00000239402",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9591","ENSG00000184761",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9592","ENSG00000183292",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9593","ENSG00000197927",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9594","ENSG00000186825",408029,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9595","ENSG00000231431",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9596","ENSG00000244280",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9597","ENSG00000214081",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9598","ENSG00000240253",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9599","ENSG00000223760",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9600","ENSG00000163016",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9601","ENSG00000186148",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9602","ENSG00000261760",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9603","ENSG00000184115",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9604","ENSG00000204787",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9605","ENSG00000237223",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9606","ENSG00000042304",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9607","ENSG00000283270",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9608","ENSG00000283196",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9609","ENSG00000279897",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9610","ENSG00000237510",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9611","ENSG00000018607",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9612","ENSG00000244301",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9613","ENSG00000243478",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9614","ENSG00000229150",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9615","ENSG00000205847",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9616","ENSG00000261522",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9617","ENSG00000233673",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9618","ENSG00000229089",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9619","ENSG00000259848",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9620","ENSG00000240935",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9621","ENSG00000229689",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9622","ENSG00000230006",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
